Material,Item Type Name,Style,Model Name,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Search Keywords,Product Description,Parents SKUs,Available finishes,Available widths,Available heights,Installation Guide/Manual PDF,Line Drawing PDF,Measurement Guide PDF,Warranty PDF,Product Sales Sheet Link
EnduraCore,Composite Shutters,Flat Panel Shutters,EnduraCore Composite Flat Panel Shutters,"Standard widths 12"" to 18"" and heights 24"" to 106"" or fully custom shutters available","EnduraCore is a high-density composite material that is immune to the natural elements like heat, cold, water, and more","Shutters will not expand, contract, rot, or warp and come with a lifetime warranty","With over 30 shutter designs, both traditional and modern, there is an EnduraCore shutter no matter your home's style",Don’t see the exact style you want? We can do custom! Contact us today,N/A,"Enhance your home with EnduraCore Shutters, combining elegance with resilience. Over 30 styles and 25 colors to choose from, catering to every aesthetic. Effortless functional or decorative installation for a quick, stunning transformation. EnduraCore composite is immune to the natural elements and will last forever. With an appealing price point, quick lead times, unlimited size, design, and color combinations, and able to be installed both functionally or decoratively, there’s sure to be the perfect EnduraCore shutter for you.",CUSTOM-ECCFP,Primed:PR|Black:BL|White:WH|Fire Red:BR|Pepper Red:MR|Raisin Brown:TB|Thermal Green:FG|Viridian Green:HG|Moss Green:MG|Starless Night Blue:OB|Sojourn Blue:HB|Peaceful Blue:SB|Ocean Swell:CH|Hailstorm Gray:ST|Colorful Leaves:CL|Turmeric:TU|Lily Pads:LP|Track Green:TG|Antigua:AN|Pure Turquoise:PT|Seaglass:SG|Shadow Mountain:SM|Burnt Toffee:BT|Natural Twine:NT|Wine Red:WR,9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36,18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106,https://cdn.ekenamillwork.com/pdf/installation/INSTALL_Shutters-Composite.pdf,https://cdn.ekenamillwork.com/pdf/line-drawings/SpecSheet_ECC_Flat.pdf,https://cdn.ekenamillwork.com/pdf/measuring/shutters.pdf,https://cdn.ekenamillwork.com/pdf/warranty/Ekena Warranty - EnduraCore Shutters.pdf,https://cdn.ekenamillwork.com/pdf/product-sales-sheet/MarketingBrochure_ECCShutters.pdf
